Name,Cmpd number ,HTP Rank,Viable?,inherent CD86,inherent CD40,inherent MHCII,Keep?,Mods only MFI of BV421 (CD86),Mods only  MFI of AF488 (CD40),Mods only MFI of PE (MHCII),Pam3 MFI of BV421 (CD86),Pam3 MFI of AF488 (CD40),Pam3 MFI of PE (MHCII),Pam2 MFI of BV421 (CD86),Pam2 MFI of AF488 (CD40),Pam2 MFI of PE (MHCII),LPS MFI of BV421 (CD86),LPS MFI of AF488 (CD40),LPS MFI of PE (MHCII),Fla MFI of BV421 (CD86),Fla MFI of AF488 (CD40),Fla MFI of PE (MHCII),R848 MFI of BV421 (CD86),R848 MFI of AF488 (CD40),R848 MFI of PE (MHCII),cGAMP MFI of BV421 (CD86),cGAMP MFI of AF488 (CD40),cGAMP MFI of PE (MHCII),Poly IC MFI of BV421 (CD86),Poly IC MFI of AF488 (CD40),Poly IC MFI of PE (MHCII),Modulator only abs,Modulator only lum,Mods alone IL-1b (pg/mL),Mods alone IL-12 (pg/mL),Mods alone IP-10 (pg/mL),Mods Alone CCl4 (pg/mL),Mods Alone TNF (pg/mL),Mods Alone IFN-B (pg/mL),LPS - IL-1B,LPS - IL-12,LPS - IP-10,LPS-CCl4,LPS-TNF,LPS-IFN-B,PAM3 - IL-1B,PAM3 - IL-12,PAM3 - IP-10,PAM3- CCL4 - FOLD COUNTS,PAM3 - TNF,PAM3 - IFN-B,cGAMP - IL-1B,cGAMP - IL-12,cGAMP - IP-10 - fold counts,cGAMP CCL4 - Fold Counts,cGAMP - TNF,cGAMP - IFN-B,Fla - IL-1B,Fla - IL-12,Fla - IP-10,Fla-CCL4,Fla - TNF,Fla - IFN-B,R848 - IL-1B,R848 - IL-12,R848 - IP-10,R848 CCL4,R848 - TNF,R848 - IFN-B,PAM2 - IL-1B,PAM2 - IL-12,PAM2 - IP-10,PAM2 CCL4,Pam2 TNF,Pam2 - IFN-B,Poly IC - IL-1B,Poly IC - IL-12,Poly IC - IP-10,Poly IC- CCL4,Poly IC - TNF,Poly IC - IFN-B
GSK583,S8261,569,1,1,0,0,0,1.368513073,0.809141927,0.982694265,1.669558952,0.622557336,1.024328976,1.212019146,0.498917006,0.954352778,1.160680111,0.585119852,0.868453857,1.311555865,0.608882653,0.913908658,1.547404927,0.594436755,0.976500476,2.106978351,0.326582538,1.162778367,3.06539075,0.891716062,1.002178186,0.206,303,0,1.64916927,77.8310564,572.766209,0,0,0.6922154,0.56571,0.10482713,3.28017641,0.79188322,0,0.54296843,0.41514542,0.2731817,0.47392083,0.29520145,0,3.28017641,1.21749,0.10273829,0.47152964,0,0,0.34793782,0.7159812,0.72653492,0.68361338,0.30767037,0,2.19232293,0.26880686,1.21918606,0.51551801,0.020295935,0,0.50039829,0.61671461,0.43924112,1.22935192,0.12311453,0,0.43694657,0,0.56772479,0.43459652,0.34279702,0
Sitravatinib (MGCD516),S8573,570,0,0,0,0,0,0.873559564,0.781675455,0.98866644,1.24802594,1.070059692,1.182304508,0.936358802,1.362776692,1.410421292,1.342011649,0.673447303,0.979604695,0.66596649,0.938697368,0.891729427,1.156274866,0.221202526,1.220069863,1.301013358,0.324941007,1.649257688,1.222222222,1.783432124,0.970621049,0.244,380,13.735196,1.92709738,3551.64706,15279.1062,3.20816696,0.00189551,3.7942418,1.44525,106.178692,11.8239827,1.11145407,1.35014165,1.6465962,0.2695731,0.85362976,0.43182722,0.19354796,0.18187593,11.8239827,0,10.9788413,3.36615258,1.12324394,646.648996,8.8651241,0.47460118,3.63598526,0.90531266,0.35215505,0.4296637,0.12116749,0.0362962,0.90430593,0.34463679,0.015997744,0,22.5180154,2.89912279,390.018981,0.29401556,1.25454678,146.465361,1.86662753,0,12.0699787,9.39218367,3.04888001,0
Autophinib,S8596,571,1,0,0,1,0,1.077262974,1.305369526,1.153987106,1.161557631,1.312598178,1.327441038,0.761567098,0.850916583,1.089996828,1.304479186,1.147167623,1.580030265,1.423688886,1.201636485,1.543218407,1.019892804,0.744875709,1.083201016,1.281321971,1.269395712,1.569459173,1.323763955,1.457857453,1.230090846,0.28,116,7.14079792,3.42747737,773.558089,16172.7512,1.15032908,0,5.73540107,2.71491,38733.3134,0.42183672,7.77650644,8.53605974,1.60548777,0.45284517,1.38369366,0.91512683,0.94044795,1.30348742,0.42183672,0.51563,10.5537931,2.81449455,1.16886265,79.3476772,2.74167824,1.52423674,4.23108235,2.15514928,1.35119678,0.91859479,0.05381792,0.16321777,0.90673421,0.85585345,0.237679989,2.199755966,5.25415627,0.919429,185.363156,1.79161501,1.40247481,42.2152983,0.16059695,0.135672,2.20703928,9.19361445,1.40572227,0
YM-58483 (BTP2),S8380,572,1,0,0,0,1,1.078407375,1.009341991,1.13824228,0.945386856,0.991643104,0.985253756,0.643502925,0.678165777,0.950200409,0.890604648,0.830297843,1.017241213,0.45300798,0.664822124,0.785808056,0.94260363,0.601414513,1.316290886,1.190810686,0.398071201,1.381230117,1.04040404,0.847766373,0.929819901,0.247,451,0.02668656,0.15048137,2073.69694,1461.85612,0.49455907,0.08209667,0.59025808,0.57429,467.434216,0,0.37802848,0.76374878,0.19381115,0.23283436,3.8613934,0.49120438,0.24648992,0.55443457,0,0.06281,7.4350483,1.30669987,0.47999696,59.03638,0.18355929,0.2138882,7.04816625,0.68142882,0.24217518,0.04818297,0.15681542,0.11618167,1.01814723,0.84495509,0.20053806,0,0.30741011,0.36564125,767.069413,1.39475959,0.2771959,22.0711176,1.06808181,0,10.15005,0.73069256,2.70046808,0
Erdafitinib (JNJ-42756493),S8401,573,1,1,0,0,0,4.314201701,1.702717824,1.320393621,3.430630198,3.029971725,0.945062102,3.164332565,1.779861588,1.182387035,1.261068145,0.607795845,0.963776253,3.711343849,1.320045633,1.240171354,2.614680139,0.507214775,1.170847888,4.08475357,2.08269211,1.54533404,3.609250399,1.463640306,1.054454657,0.263,470,7.69127709,5.90411114,3221.46201,9074.17072,1.63184622,0,6.19877206,3.81003,10.4035906,23.1914834,3.82272079,2.58015467,2.74267063,1.5622762,4.44129869,0.59169805,0.78182414,1.63379511,23.1914834,17.4257,14.1144633,3.03199677,8.61132098,101.086791,10.2787206,4.70753421,4110.62777,1.07071952,1.11038948,12.264953,0.23616145,0.10198859,0.91043693,0.36293007,0.099276905,0,19.6122082,11.5829675,767.069413,1.84836322,3.22283579,797.625921,0.95592582,1.70683547,11.1781369,3.73941318,3.93004533,0
Mitomycin C,S8146,574,0,0,0,0,0,1.149169514,1.016869839,1.108652867,1.179211577,1.562048382,0.848490487,0.695266797,0.617412436,0.815940483,1.913477312,1.017251013,1.078092779,0.69270409,0.711635043,0.679886686,1.295179185,0.819962457,1.251825977,1.028097651,0.313368216,1.154029692,0.963317384,0.878993783,0.887424959,0.442,2522,5.8081749,1.03391069,39.5308175,1901.36531,0.11965199,0,4.18174067,1.49318,1.73058536,2.52415771,2.204642,0.29314941,1.14205246,0.71181791,0.56331435,0.78140741,1.61819135,0.03122591,2.52415771,3.76484,2.73744293,1.83453564,1.55311812,0.69259247,2.74209884,1.15457782,0.7877944,0.98592571,1.36777977,0,0.11565951,0.14485444,0.88336663,0.63496181,0.415604452,0.004163417,4.84978762,1.48319836,0.91529415,1.04577741,1.39440335,0,0.04505008,0,2.02430654,1.02683157,0.06557308,0
ON123300,S8161,575,1,0,0,0,1,1.603496781,1.31391465,1.213437394,1.857267241,1.309205152,1.233660511,2.128168764,1.029584236,1.366821419,1.108338152,0.869510479,1.025683048,2.380353164,1.007303864,1.505700269,1.988079331,0.612677525,1.842489679,1.870336251,0.826674874,1.663043478,1.448697501,1.219603875,1.171439197,0.276,614,1.6810264,11.1796589,194.103387,1483.55757,0.88239298,0,1.20553084,0.10495,0.01410819,1.29931218,0.3178559,0.01569172,0.55197359,0.01617455,0.00135948,0.19853297,0.12532091,0,1.29931218,5.09767,0.07455498,0.84750404,0.1781174,0,3.35620533,0.74115137,0,0.44478891,0.26994391,0,0.04280439,0.05803468,0.75235936,0.37051233,0.021227099,0,7.58687769,0.2691633,0.05834068,0.8358598,0.75772111,0,1.11860119,0.32635404,0.48212788,0.55393834,0.28250875,0
PF-CBP1 HCl,S8180,576,1,0,0,0,1,0.916665342,1.057357454,1.039429929,1.064280782,1.348790449,0.865795227,0.629321042,0.688308944,0.806251622,1.14745331,0.940509114,1.003874973,0.443349464,0.62398867,0.708077109,1.097362139,0.645253039,1.342013338,0.992169507,0.459464451,1.252916225,0.960127592,1.079080526,0.907825533,0.254,654,0,0,195.948409,1601.86536,0.24184306,0,1.96825766,0.51905,1.42289462,9.27163586,5.71247274,3.06358308,0.37741355,0.02106882,0.01512759,0.98197317,1.32150846,0,9.27163586,0.69784,1.68413029,2.09200936,4.01085174,0,2.32602412,0.15891666,0,2.07393135,3.19983364,0,0.32927205,0.06174789,1.11039633,0.54673499,468.1135143,0,2.86066338,0.5805827,0.19132544,0.46126782,4.4379908,0,0.51730747,0,0.27680073,0.76390201,2.26637345,0
BAW2881 (NVP-BAW2881),S8189,577,1,0,0,0,1,1.176825876,1.098251979,1.167017306,1.211276909,1.026076029,1.027678281,0.702003191,0.694120133,0.95988927,0.919884491,0.889809949,1.22406619,0.834048234,0.885275567,0.939611691,0.948008468,0.431824646,1.100666878,1.295140488,0.540473992,1.388653234,1.172248804,1.010842851,1.067842533,0.094,447,1.1736689,1.70338303,368.464703,2132.04771,1.00301946,0,2.03993349,0.49581,0.59973198,2.8062916,0.22595254,0.35476207,1.54090084,0.37023055,0.51892824,0.54548109,0.13140566,0,2.8062916,3.40303,2.66466378,1.57015056,1.9704185,1.30344134,1.78874494,1.05846429,0.95605077,0.74344972,0.15785839,0,0.13834769,0.0227699,1.03508449,0.26166955,0.074150447,0,5.13990697,1.0752738,0.77637069,1.43419691,0.20984594,0,0.33142669,0.00531959,2.08315031,0.85986274,1.05651112,0
HLCL-61 HCL,S8209,578,1,0,0,0,1,1.312246682,1.149929638,1.067662029,1.231092563,1.505749293,0.999209192,0.918276901,1.099529822,1.00660342,0.871499267,0.993782845,1.05698819,1.865860482,1.294632905,1.575554481,1.255904034,0.431635033,1.420450937,1.213265776,0.756581512,1.24204666,1.225412015,1.3491398,1.098443394,0.166,290,1.17619816,1.88700326,814.435467,1587.05804,0.58916334,0,1.95331519,2.37124,4.79980459,4.03442397,1.16888726,0.13683879,1.02934685,0.64303949,1.12556304,0.57740823,0.50933496,0,4.03442397,2.06605,10.9681636,1.94072955,0.99564889,5.22328631,3.1568122,0.56680368,1.82388276,0.79258782,0.70044466,0,0.11629603,0.28845663,1.18954396,0.69020106,0.116634879,0,3.34558995,1.23348664,1.73610668,0.96346963,1.04236247,0,0.36345097,0,2.71492952,0.67324612,0.46600736,0
AD80,S8518,579,0,0,0,0,0,0.922196614,0.524711348,1.09589413,1.102470952,0.294313541,1.280550775,0.570466229,0.127000898,1.078923844,0.78592073,0.689686879,1.054174244,0.360074206,0.174899359,0.698542113,0.930172504,0.11858397,1.433470943,1.245048365,0.22488971,1.183722163,1.303030303,1.192424461,0.891568825,0.207,1181,0,0.12299853,35.0281629,1147.41713,1.21729501,0,0,0,0,0.50718834,0.21601195,0,0.01527653,0.000016023,0.00233844,0.00845558,0.01822868,0,0.50718834,0,0.0278604,0.28586397,0.38195348,0,0.0242726,0,0,0.06072528,0.00319224,0,0.00084926,0.000088152,0.15260031,0.0023644,0.000665174,0,0,0,0.03033147,1.05897458,0.00438464,0,0.18412861,0,0.84520782,0.66599121,0.73566143,0
"MK-886 (L-663,536)",S8236,580,1,0,0,0,1,1.212111579,1.128770282,1.562809637,1.09526526,1.131008483,1.223612597,0.681262188,0.764858154,1.128060209,0.693672267,0.386482109,1.053822501,0.811786531,0.955848992,1.207213432,0.988544748,0.481692865,1.74722134,0.991133118,0.381081358,1.406415695,0.995215311,0.848922943,1.019072411,0.256,58,4.70650211,0.77979853,237.121603,1357.13163,0.66030811,0.08108074,0,0.52169,0.12525269,0.32112825,0.61340297,0.11199956,0.12232874,0.64555699,0.0954103,0.47598266,0.5998023,0,0.32112825,0.03934,0.13967401,0.67696495,0,0,0.48262844,0.44786443,0.22571847,0.76800984,0.59873235,0,0.02887921,0.06806501,1.23349234,0.61985713,0.058562,0,0.62701306,0.98102414,0.36085161,1.6155141,0.55008067,0,0.63542938,0.63351339,0.09443049,0.82206323,0.39055669,0
LY3214996,S8534,581,1,0,0,0,1,1.110832075,0.915955986,0.994367153,1.360795028,1.139302545,1.095222589,1.081191278,0.798827196,1.298307333,0.680897663,0.614826394,0.964479739,0.47939222,0.471197598,0.675948318,1.151950996,0.825916305,1.298189902,1.328304929,0.561567662,1.445387063,0.905369484,0.78299841,0.876905913,0.25,544,0,1.54559207,189.335602,1232.12282,0.4473545,0,0.06217952,0.71035,1.34074061,0.24050954,0.29105711,0.03022699,0.49712898,0.11030068,0.33651416,0.47344001,0.27584131,0,0.24050954,3.77734,1.12261319,1.47298325,0.21060748,0,0.47646949,0.36498168,0.43188908,0.72561266,0.27595772,0,0.06391966,0.49882925,1.05452826,0.87520441,0.404980751,0.104314994,0.24285029,0.31075423,1.2644061,1.11307047,0.26506054,0,0.46475778,0.05156422,1.09206724,0.60028885,0.8042226,0
RK-33,S8246,582,0,0,0,0,0,1.052467615,0.631118496,1.054903291,1.303509773,0.592271442,1.510536354,0.835844708,0.486132389,1.739842556,1.046952227,0.742861589,1.285621242,1.112849557,0.804316754,1.140883024,1.270497095,0.281271924,1.381708479,1.094426532,0.266010054,1.119565217,1.295055821,1.0998988,0.939063911,0.234,318,5.88562769,0.17729648,889.98917,4609.90111,0.20618808,6.4080804,0.22051425,0,0.00018998,5.7134026,0.57609223,2.8957381,0.14058937,0.00074153,0,0.13106281,0.08859116,6.00928905,5.7134026,0,0.24320038,0.97406237,7.10575238,73.003668,0.62099476,0.00224354,0.05163575,0.25983209,0.19791946,17.5844607,0.02099892,0.01353797,0.57894819,0.26762178,0.12839398,1.516037684,0.83791446,0.00318981,0.07611564,1.76760945,0.24495567,1393.22793,1.88361022,0.04373867,12.1839483,2.26728125,0.63573826,7.15537114
IDO inhibitor 1,S8557,583,0,0,0,0,0,1.169959469,1.239856903,1.238140482,1.213078332,1.307822809,1.189561334,0.954263428,1.106186275,1.491046455,0.834419003,0.555710375,1.098142139,0.558898301,0.893615347,0.777309473,1.198432597,0.635469008,1.40743093,1.314831875,0.748702165,1.815747614,1.207336523,1.150209628,1.104818573,0.288,3065,0.0971204,0,619.933323,1963.27416,1.13242277,0,0.73428303,0.83592,2.37537183,0.09379739,0.82741765,0.08325417,0.2136967,0.47433396,0.6213061,0.48361683,0.4936515,0,0.09379739,0,7.59086961,1.77712045,1.26568268,20.8770803,0.99161615,0.32905486,0.93892139,0.71749844,0.62601233,0.89678939,0.07351082,0.10744885,1.15354413,0.61546144,0.135239866,0,0.89571117,0.89133466,0.92202411,1.18355744,0.90516715,0,0.50425733,0,0.46012635,1.00219703,0,0
PRI-724,S8262,584,1,0,0,0,1,1.281538584,1.024194232,1.456396335,1.31107575,0.984354383,1.002000279,1.265733026,0.720323313,1.248824937,1.002636788,0.944469986,1.319036842,1.355019189,0.726032966,1.085331307,1.247616617,0.69705531,1.289615751,1.129663749,0.408741151,1.243902439,0.984582669,0.903860055,0.916113266,0.212,8620,0,0.18200351,80.3440582,769.924765,0.04823572,0,0.03487168,0.31816,0.68407044,0.77071045,0.45010698,0.02880261,0.24041972,0.34280283,1.68071364,0.45881937,0.38828356,0,0.77071045,0.87165,0.47169048,0.49074535,0.65603891,0.0069615,0.83809136,0.74770516,0.77151107,0.67350215,0.48748888,0,0.08406343,0.41390174,1.23134708,0.84222828,0.23505793,0.095735583,0.15890539,0.50682331,0.47923231,1.25430377,0.39250815,0,0.56354131,0,0,0.46457378,0.22006682,0
dBET1,S8296,585,1,0,0,0,1,0.828737185,0.78452383,0.97237869,1.001230972,0.807414389,1.302879472,0.564793476,0.449046437,1.399348309,0.705881622,0.478968476,0.988398274,0.335927914,0.325015408,0.679472121,0.883871065,0.201482774,1.137186408,0.817019807,0.303190725,1.185577943,0.923444976,0.817695533,0.89316262,0.363,89,1.3314421,0.03145014,177.244073,6195.27756,1.58550071,0,1.99007547,0,0.01023799,13.5766943,5.00419648,0,1.22030505,0.00007104,0.0088106,0.98453573,2.21609334,0,13.5766943,0,0.03421552,2.32485814,5.88568919,0,13.247827,0,0.05838574,1.78062584,3.35259366,0,1.6254769,0.00574767,1.08467323,0.08184866,1122.549952,0.741945362,14.1345756,0.00264709,0.11837815,0.55137374,4.34376088,0,1.260003,0,0.33497532,0.77969123,1.69623216,0
BMS-935177,S8348,586,1,0,0,0,1,1.271238973,1.006290161,1.149643705,1.312156604,1.088784166,1.151044332,1.162205283,0.843995985,1.382392803,0.779363854,0.470650644,1.148089667,1.300130547,0.857659879,1.303599807,1.25536355,0.668158289,1.105430295,1.232957163,0.408494922,1.421792153,1.153110048,1.068671389,0.947989162,0.183,70,0,2.59759596,0,800.024266,0.39393614,0,0.92832986,0.40854,0.05174142,0.34165382,0.60587172,0.01615633,2.29233648,0.66223646,0.00063572,0.44447469,0.33214725,0,0.34165382,0.95553,0.04506082,0.57374562,0.71196146,0,4.05398704,0.8728337,0.03357259,0.72670973,0.38013071,0,2.5750632,0.24353992,1.37917504,0.26999975,0.071288285,0,2.74220784,1.42193017,0.15315652,1.15355245,0.96353023,0,0.2041655,0,0.08758859,0.44598078,1.53170563,0
"Irbinitinib (ARRY-380, ONT-380)",S8362,587,1,1,0,0,0,1.240149408,1.035994642,1.149643705,1.806467109,1.252529061,1.290598688,1.102995923,0.713931005,1.061622307,1.05430045,0.709095153,1.014075524,0.984226386,0.772531176,1.066054032,1.038629573,0.179715201,1.240393776,1.177683095,0.448794501,1.378579003,1.536948432,0.944918317,1.023853796,0.232,87,0,3.43705685,18.6185948,1096.26903,1.26390367,0,1.75460536,1.13357,0.23012807,8.80259795,1.19901429,0,0.68953616,0.54199887,0.17418774,0.56928281,0.52749554,0,8.80259795,3.34311,2.96967485,1.58252321,1.56953105,14.2375751,0.98537516,0.56852835,0.35225532,0.73161225,0.49195168,0,0.00851909,0.00135008,0.44431751,0.00968637,0.001740807,0,1.34887297,1.04011789,0.86219662,0.91813897,0.78868143,0,1.57256253,0,0,0.54168776,2.97644121,0
Lys05,S8369,588,0,0,0,0,0,3.900882143,1.553381597,0.854835426,1.851862972,1.629657556,1.563567009,0.890976777,1.273865497,1.31076444,1.277686434,0.878521463,1.270144543,0.238518242,0.225016719,0.306363574,1.205098563,0.199890024,1.388694824,1.510018425,0.268636504,1.388653234,1.254120149,0.968049733,0.960420762,0.273,589,1.68099796,0.27814389,502.444023,5421.52597,1.79708503,0,7.1899654,0.67437,0.37499059,10.8105244,2.6218603,0,6.0899176,0.40552911,0.37477739,0.53666853,1.35612752,0.17340883,10.8105244,0.88109,11.491332,2.42483004,4.74845948,80.5471153,23.6963548,2.02451658,3.41122152,1.08931232,1.6346766,0,2.77909255,0.03247282,0.94951413,0.20034925,0.131826017,0,47.8789525,5.63125362,356.133518,1.60888122,3.41519048,201.541912,1.07353968,0,3.77164929,2.90288614,1.04618388,0
ML390,S8382,589,1,0,0,0,1,1.113693078,1.117580238,1.082592467,1.667036959,1.711844172,0.988044843,0.852685694,0.811083523,0.89414343,0.906657689,0.877531245,0.991212219,0.782928768,0.881263031,0.806536309,1.209062111,0.910559548,1.364560178,1.606402579,0.731466092,1.786850477,1.103136629,0.90328177,1.014291027,0.182,573,0,0.60393161,0,776.525799,0,0,0.55204869,0.52229,1.92994713,0.61163991,0.60066859,0.03706314,0.63544963,0.53067625,3.92125594,0.94256088,0.82256977,0.34846444,0.61163991,0,0.49985791,0.63111351,0.20817973,0,0.83980056,0.81341937,3.05264538,0.91075704,0.82957168,0,0.25808256,0.47711075,1.04717533,0.91183818,658.5005351,2.817279281,1.31418092,1.20123749,4.41577686,0.89484321,0.79008157,0,0.18134104,0.55309655,0.41086739,0.58767448,3.75922088,0
KRIBB11,S8402,590,1,0,0,0,1,1.26837797,0.99713467,1.254699695,1.175969016,0.469117185,1.243150207,0.939726999,0.345184637,1.438103752,0.811469937,0.412722887,1.011965065,0.632632829,0.325172762,0.925309196,1.108892459,0.205843873,1.272785011,1.167664671,0.318456961,1.257688229,1.162147794,0.826369814,0.945757849,0.16,408,0.09087525,2.05665073,187.453427,891.991047,0.09867128,0,0,0.10911,0.00950358,1.65587616,0.36887533,0,0.04588455,0.00951188,0,0.05524315,0.09891249,0,1.65587616,0.7181,0.02163449,0.26696471,0.02143941,0,0.1742056,0.45434828,0,0.11185053,0.05457494,0,0.00063614,0.00758444,0.36005529,0.0106392,0.011605611,0,0.08215433,0.18383889,0.02706714,2.21866132,0.14850493,0,2.40520528,0,0.37713005,0.54538242,0.14763914,0
Importazole,S8446,591,1,0,0,0,1,1.323881427,1.285227446,1.243298269,1.413396583,1.594344958,0.974647625,1.067363943,0.98320038,1.056777877,0.955834259,0.588387571,0.983825613,0.725448817,0.835551593,0.754508395,1.272478869,0.693149282,1.368370911,1.257139567,0.654560378,1.444591729,1.148856991,1.120717074,1.032460288,0.427,430,3.76846986,0.83061576,236.323055,934.977087,0,0,2.05649304,1.96914,0.85371366,0.86557089,1.60048286,0,0.78041854,0.5479932,0.45859673,0.6321749,0.43367942,0,0.86557089,0,1.14093869,0.77221431,2.95874427,0.20600862,1.46704473,0.32712795,0.60946252,0.88464124,0.8326497,0,0.17760742,0.19373485,1.16948374,0.68189448,0.179917691,0,1.09671803,2.0855306,1.48747872,0.0335284,1.10365839,0,0.42602528,0,0,0.52737375,0.19544385,0
Salermide,S8460,592,1,0,0,0,1,1.2327108,1.466913074,1.119511367,1.133815714,0.970405278,1.083500023,1.381138096,1.106820223,1.327719946,0.885178267,0.803660978,1.045732408,1.384819246,1.056870484,1.353554895,1.290314832,0.986632284,1.082565894,1.354214648,0.89643993,1.216065748,1.502392344,2.247217002,1.048079477,0.218,65,0,0.4450612,1885.50982,2285.01511,0.44144985,0.05224093,2.48735581,1.42424,38733.3134,0.76523066,1.72500996,1.07070153,0.87792597,0.54764405,2.24836857,0.70476078,0.65547888,0.46900321,0.76523066,0,5.60516087,1.25868808,0.41455382,4.93413166,1.94887422,0.35314085,9.1790603,0.84040165,0.86048621,0.33049942,0.16662575,0.118708,1.11975864,0.74844406,0.186765961,0.123306205,3.45800534,1.16800633,3.00793353,1.44382189,1.04771951,0,0.39316891,0,2.16915543,0.93419065,0.46638862,0
CPI-637,S8190,593,1,0,0,0,1,0.855439879,1.063257659,0.957448252,1.000510403,1.004963871,1.009815323,0.547066123,0.434571293,0.927708411,0.779703003,0.736821259,1.002468,0.448060935,0.560732222,0.699578526,0.781539478,0.281196079,1.093362972,1.048825426,0.463075818,1.475609756,0.9420521,0.958797166,0.916432025,0.101,378,6.67502248,0.4054747,148.619646,9260.99302,0.76772925,0,10.4665233,0.36886,0.22732946,22.8397063,14.8486682,1.52679663,1.28787031,0.00331689,0.00469318,0.92999968,1.92262804,0,22.8397063,0,1.84477848,2.69626489,6.70087744,0,37.561337,0.06969905,0.11230712,2.29643238,4.53652846,0,0.04207598,0.00045273,0.93522069,0.01000446,0.060109546,0,20.1718308,0.13417379,0.06907834,1.87712792,5.84108445,0,1.45928378,0.05768653,0.96017275,0.90779365,1.38254152,0
BI-78D3,S8201,594,0,0,0,0,0,1.285353254,0.750750242,1.153172718,1.657309274,0.396104304,1.378238824,0.93777699,0.172803635,1.140171285,0.93910292,0.662554904,1.407324375,0.653834451,0.578670618,1.006563947,1.304367409,0.155103434,1.261987933,2.65108245,0.456181389,1.553552492,3.714513557,2.399884343,1.222121872,0.11,147,2.95641936,0.53201131,524.354687,1265.13557,0.82709639,0,0.16721391,0.21568,0.82317031,0.18484127,0.75414626,0.14514019,0.37621359,0.13232327,0.25610284,0.98365916,0.42635728,0,0.18484127,0,0.55722036,0.90358327,0.02284794,0,0.16508228,0.08364774,1.00753442,0.75663366,0.21169724,0,0.23778702,0.09063425,0.95611276,0.56877295,0.224506628,0,0.62885228,0.17367986,0.77918032,1.34570633,0.41918068,0,0.92472184,0,0.09901536,0.68793051,0.79341098,0
IC261,S8237,595,1,0,0,0,1,4.538313598,2.544209152,1.14041398,5.178370913,2.990135093,0.998092757,2.554866158,1.481589096,0.827705528,2.35222276,0.931498129,1.230397566,2.688718971,1.406905233,0.753471982,3.610611497,0.72564895,1.229279136,5.314256103,2.895167744,1.289501591,1.767145136,1.750469857,1.078361579,0.217,381,26.0769072,1.58050201,175.287866,13941.6313,2.24471308,0,10.1335232,1.44696,0.03369923,63.8961884,2.84426613,0.02806649,3.53370883,0.2109224,0,0.41044939,0.3170802,0,63.8961884,0,14.247054,7.29943923,3.33737908,21.7579791,12.8724409,0.13789085,0.07708974,0.67926071,0.52518635,0,0.22556925,0.0119573,0.75059954,0.03842346,0.019329418,0,8.42096401,0.42412179,0.18878035,1.08097123,0.61111802,0,11.0698749,0,0.08176254,9.70231349,3.36442506,0
Shikonin,S8279,596,0,0,0,0,0,1.539028848,0.702531324,1.523990499,2.072357162,0.376248822,1.477043308,1.087218578,0.16413968,1.479281409,4.009303608,1.063791262,1.429835937,0.89576851,0.289453325,0.940026256,1.421292056,0.151273251,1.493172436,2.213035468,0.296132143,1.730646872,3.173312068,1.593176232,1.150401105,0.289,603,0,0,231.255418,1163.52115,0.08460062,0,0,0,0.00240164,0.47943261,0.29442628,3.29010803,0,0.000014755,0.00187807,0.11365905,0.02860528,0,0.47943261,0,0.02050848,0.34033892,0.48861813,0,0.07042028,0,0,0.06206702,0.0178014,0,0.00204911,0.00014793,0.14544982,0.00118885,0.001106515,0,0,0.00032265,0.02446479,0.86950899,0.04257836,0,0.29924997,0,0.63653204,0.73688848,3.21601812,0
EAD1,S8576,597,0,0,0,0,0,1.338186442,1.357657551,1.440108585,1.296664365,0.960477537,1.390519607,0.778762631,0.823075704,1.274777243,1.080980152,0.420446588,1.222307474,0.521088743,0.317855785,1.165135079,1.249958713,0.289273593,1.195935218,1.318286504,0.639212065,1.889978791,1.314726209,1.282636981,0.795941136,0.289,64,1.99212449,1.85129956,289.222563,5690.81802,0.38753465,0,3.85259653,0.91283,0.23380262,6.82535889,2.12694367,0.48425551,2.78369299,0.24187134,0.06107353,0.47137841,0.46413593,0,6.82535889,2.0364,11.7612531,3.03701629,2.48080929,158.453914,6.10058688,0.80447609,1.06783816,0.87255783,0.59342688,0,0.29655184,0.0653049,1.18076653,0.2336306,0.099040123,0,5.74529718,1.64599779,0.94207193,0.02336473,0.48314863,0,0.05189654,0,0.7567073,2.84583889,0.3309215,0
SF2523,S8589,598,1,0,0,0,1,0.870889295,0.941794815,0.965592128,1.145344822,0.683631794,1.282783644,0.699698635,0.588990438,1.119755472,0.683045606,0.336377075,0.982066897,0.635813072,0.796763746,0.884889104,0.965484108,0.383928402,1.023181963,0.911331184,0.349974351,1.049840933,0.862838915,0.783576695,0.82845455,0.137,434,1.88059251,0.24117813,218.692281,1727.49875,0.82479735,0.000082919,1.62614408,0,0.02816681,9.86537487,3.73032803,0.18814751,1.05717847,0.0004507,0,0.46140763,1.63866073,0,9.86537487,0,0.02538398,1.86509205,7.44891324,0,3.8735098,0,0,0.79055679,2.27883272,0,0.07027659,0.00247007,0.53781242,0.1068349,0.089759734,0,5.57019659,0.00579939,0.06910024,1.76022494,2.73465703,0,0.3763413,0,0,0.54752224,1.58195356,0
