Name,Cmpd number ,HTP Rank,Viable?,inherent CD86,inherent CD40,inherent MHCII,Keep?,Mods only MFI of BV421 (CD86),Mods only  MFI of AF488 (CD40),Mods only MFI of PE (MHCII),Pam3 MFI of BV421 (CD86),Pam3 MFI of AF488 (CD40),Pam3 MFI of PE (MHCII),Pam2 MFI of BV421 (CD86),Pam2 MFI of AF488 (CD40),Pam2 MFI of PE (MHCII),LPS MFI of BV421 (CD86),LPS MFI of AF488 (CD40),LPS MFI of PE (MHCII),Fla MFI of BV421 (CD86),Fla MFI of AF488 (CD40),Fla MFI of PE (MHCII),R848 MFI of BV421 (CD86),R848 MFI of AF488 (CD40),R848 MFI of PE (MHCII),cGAMP MFI of BV421 (CD86),cGAMP MFI of AF488 (CD40),cGAMP MFI of PE (MHCII),Poly IC MFI of BV421 (CD86),Poly IC MFI of AF488 (CD40),Poly IC MFI of PE (MHCII),Modulator only abs,Modulator only lum,Mods alone IL-1b (pg/mL),Mods alone IL-12 (pg/mL),Mods alone IP-10 (pg/mL),Mods Alone CCl4 (pg/mL),Mods Alone TNF (pg/mL),Mods Alone IFN-B (pg/mL),LPS - IL-1B,LPS - IL-12,LPS - IP-10,LPS-CCl4,LPS-TNF,LPS-IFN-B,PAM3 - IL-1B,PAM3 - IL-12,PAM3 - IP-10,PAM3- CCL4 - FOLD COUNTS,PAM3 - TNF,PAM3 - IFN-B,cGAMP - IL-1B,cGAMP - IL-12,cGAMP - IP-10 - fold counts,cGAMP CCL4 - Fold Counts,cGAMP - TNF,cGAMP - IFN-B,Fla - IL-1B,Fla - IL-12,Fla - IP-10,Fla-CCL4,Fla - TNF,Fla - IFN-B,R848 - IL-1B,R848 - IL-12,R848 - IP-10,R848 CCL4,R848 - TNF,R848 - IFN-B,PAM2 - IL-1B,PAM2 - IL-12,PAM2 - IP-10,PAM2 CCL4,Pam2 TNF,Pam2 - IFN-B,Poly IC - IL-1B,Poly IC - IL-12,Poly IC - IP-10,Poly IC- CCL4,Poly IC - TNF,Poly IC - IFN-B
C188-9,S8605,599,1,0,0,0,1,1.082603513,1.083399739,1.094536817,1.099588675,1.017530631,1.122575243,0.753235242,0.822441756,0.97857493,0.754945143,0.561651684,1.050656813,0.960315669,0.918792043,1.206591584,0.938099599,0.493069645,0.966973642,1.073698756,0.497219657,1.17126193,1.16108453,0.883041781,0.962970834,0.23,390,0,0.59698268,60.406511,3559.24906,0.17512284,0.00488804,0.27375274,0.76005,0.2739925,3.34208123,1.0898276,0.14336642,0.78296794,0.54598208,0.65474545,0.94058666,0.81065444,0,3.34208123,0.55732,12.396456,2.07670535,1.50941369,42.0783106,1.27250317,0.39737118,0.93874806,0.9269808,1.02915754,0,0.27333999,0.38846506,1.2287716,0.64070574,0.334804646,0,0.54544731,0.75182899,0.74620475,0.99546975,0.7861067,0,0.7019347,0,0.84901216,1.46762841,0.56083483,0
XMU-MP-1,S8334,600,1,0,0,0,1,1.020233649,0.87200963,1.066304717,0.906115832,0.238014452,1.287249384,0.673639426,0.199746421,1.485855994,0.76387606,0.630273795,1.235321971,0.492348767,0.280248095,1.038485456,0.892879127,0.160602211,1.223880597,0.988714878,0.290715092,1.213944857,0.951089846,0.747723001,0.921850927,0.105,151,6.73727487,3.20061066,182.136387,2910.52789,0.5165638,0.20978709,5.24650725,0,0.00611353,22.0651637,3.04211737,0.09697707,2.23277031,0.00037745,0.0005886,0.64769119,1.49764098,0.01230405,22.0651637,0.58549,0.0003357,2.00307055,1.60880432,0,14.3783839,0.02086389,0,1.33861621,1.57123957,0,0.41968073,0.00058341,0.81185149,0.00424491,0.427943441,0,21.5477475,0.00202728,0.03868542,1.03594448,1.56511986,0,0.9534662,0.17900183,0.60976654,0.9789601,0,0
NMS-P118,S8363,601,1,0,0,0,1,1.305952476,1.237618894,1.169731931,1.541297625,1.462393968,1.082383588,1.490338592,0.996935918,1.376856311,0.847306656,0.616608786,1.021110387,1.360790742,0.997626572,1.13570096,1.168525831,1.002370162,1.144490314,1.280285583,1.592941418,1.273860021,1.1158958,0.898077201,1.025128832,0.174,462,0.08600854,6.74372233,269.720555,2655.7076,1.59074449,0,0.95033978,1.64446,0.86110086,3.66926554,0.88624775,0.08754168,0.72570542,1.26088373,0.86733555,0.94595006,0.85933728,0.02004641,3.66926554,4.11383,3.33589988,1.89467397,1.8546778,0.7620709,0.8526421,1.06695905,0.93667912,0.88248199,0.82129249,0,0.56975355,2.11186436,1.11617676,0.77831136,0.567251878,0,0.88120971,1.35604212,0.71561069,1.12727528,0.80297356,0,4.2958801,0,0.33206057,0.80263518,0.97399526,0
MSC2530818,S8387,602,1,0,0,0,1,1.069252166,1.037215374,1.078249067,1.72864563,1.708199811,1.313485603,1.134373338,0.849067568,1.370627757,1.681047361,1.214304407,1.530786223,1.078338028,0.949633495,1.130518897,1.020433288,0.37850547,1.307081613,1.130354675,0.534974864,1.085100742,1.238171186,1.01720399,1.104818573,0.265,550,1.77817649,8.86783999,357.520531,6671.84387,0.0063214,0,1.76096826,2.59633,1.43615554,2.26573865,1.88599079,0.45443268,0.67238613,0.90025134,0.92361123,1.10005658,0.77880565,0.11024777,2.26573865,3.64585,6.11098485,2.07152655,3.22162933,56.8891062,0.61341444,1.20947339,1.97426624,0.98256619,0.95035414,0,0.06857162,0.01117747,1.19320542,0.23928348,0.014581774,0,1.44077597,1.37443335,3.26725272,0.80133008,0.71372952,0,0.46770973,0,0.6486672,2.10441369,1.8128644,0
Capsazepine,S8137,603,0,0,0,0,0,1.623523802,1.248808938,1.10349508,1.380610682,1.213446434,1.010931758,0.753589789,0.687569338,0.835664235,1.119417012,1.005467418,1.113970581,0.67986533,0.666867731,0.732121882,1.343822721,0.592881928,1.45220705,1.311031783,0.478752437,1.221367975,1.148856991,0.948388029,0.998671838,0.144,252,1.12264256,0.84926191,223.852439,1974.01775,0.766111,0,1.00999773,1.1689,0.90957877,0.8990248,0.84644242,0.05667223,0.26826324,0.24080905,0.2873377,1.01476651,1.01697708,0,0.8990248,0.49834,3.5006351,1.75961603,1.95283413,0,0.26716156,0.51542428,3.07595757,1.02093936,0.90827461,0,0.33192441,0.14372783,1.04856147,0.7845566,0.207164849,0,0.15469771,0.22787152,2.86730081,1.53871131,0.67128893,0,0.00142826,0,0.9507991,0.81031552,1.36751025,0
MX69,S8403,604,1,0,0,0,1,1.151839784,1.006290161,1.155072956,1.214879755,1.188061577,1.057263804,0.897890445,0.759997887,1.054355662,0.820853052,0.635620973,0.971514602,1.289058589,0.962221843,1.656187383,0.891437837,0.422723222,0.932041918,1.246775679,0.496727198,1.785790032,1.18128655,1.036865693,1.026085109,0.132,689,0.57195599,0.75521504,170.73421,1077.91919,0.31687672,0,0.53236704,0.83301,0.80313599,3.41641365,0.82751559,0.06147848,0.56751413,0.72659088,0.62075219,0.83635996,0.63498726,0,3.41641365,1.51744,0.56140555,1.08723445,0.44754266,0.00994548,0.74534429,0.99301562,1.16932991,0.95465001,1.03852522,0,0.08283912,0.35441149,1.0330548,0.81466863,1122.549952,0.735853194,0.79071709,1.3183541,0.74572608,1.24751276,0.99108876,0,0.67027272,0,0.76258682,0.55221916,0.30148037,0
Cucurbitacin B,S8165,605,1,0,1,0,0,1.289358659,1.71736661,1.115710892,1.192542108,0.669682689,1.271061078,0.687466761,0.440065508,1.178580697,0.871951466,0.570068537,1.058395162,0.515788337,0.637285113,0.985213846,1.082048433,0.339103889,1.33439187,1.060225702,0.557956294,1.223753977,1.145667198,1.035709122,1.032779047,0.144,283,0,0,0,951.562633,0.27827636,0,0,0,0.00360032,5.21761162,0.18960912,0.08059568,0,0,0.00515722,0.17228513,0.0497291,0,5.21761162,0,0.3400833,0.57459307,0.88260246,0.45996021,0.20207531,0,0.11176867,0.21183633,0.09688538,0,0.00171824,0.000047641,0.14909405,0.00107159,0.003003367,0,0.14706019,0,0.01304248,1.67112421,0.11379661,0,0.06315663,0,0.17672117,0.72903518,1.3202592,0
B02,S8434,606,1,0,0,0,1,1.039307002,1.037215374,1.023142178,1.96859519,1.76349356,0.991952365,1.219110087,0.844048814,1.030479541,1.325619459,0.831981214,1.252557385,1.145005349,0.86513421,0.811303807,1.112315522,0.683554865,1.127024452,1.312413634,0.697650559,1.426033934,1.208931419,1.049587972,1.075173989,0.145,341,0,0.5856003,54.8640096,988.281987,0,0,0.21788602,0.25952,0.23025279,0.71868853,0.75275306,0.01874676,0.74827126,0.24506169,0.101365,0.73952374,0.57622515,0,0.71868853,1.11126,0.67198855,1.10056531,0.27808475,0,1.104639,0.69753616,0.64232558,0.86283639,0.72630011,0,0.11739523,0.14565586,1.15365308,0.69713574,0.151382325,0,2.13162441,0.5780085,0.60853122,0.66615198,0.95358028,0,1.76416212,0.0251743,0,0.56774522,0.45685314,0
PF-06447475,S8202,607,1,0,0,0,1,1.194945561,1.179430664,1.254971157,1.545621041,1.281935281,1.196818161,1.079595816,0.814411749,1.108336457,1.114895028,0.815642616,1.000005798,1.520745198,0.929256107,1.452014095,1.107271008,0.596901724,1.466814862,1.211538462,0.876741562,1.422587487,1.177033493,0.951857742,1.124900388,0.134,540,0,5.91217278,67.950643,1505.6579,1.86892406,0,1.68667819,0.88836,0.48402025,3.9707591,1.06677915,0,1.63943728,0.75750685,0.38368796,0.5468232,0.56258482,0.00963141,3.9707591,1.14096,1.23559336,1.13137991,0.40332726,0.38653962,1.36889374,0.77008589,0.50404036,0.78807118,0.75208134,0,0.1911823,0.13775185,1.17475925,0.75694621,0.027538475,0,1.55846792,0.8264346,0.42760232,0.72124219,0.76169083,0,0.17318671,0,0.68211788,0.59530698,0.849675,0
PF-8380,S8218,608,1,0,0,0,1,1.113120877,1.041284481,1.073091279,1.467078992,1.512661012,1.041633716,0.850735685,0.741771884,0.980651115,1.442738831,1.008537094,1.45797539,0.740289952,0.864347438,0.792441097,1.25680484,0.773431426,1.906001905,1.256103178,0.771026983,1.49204666,1.123870282,0.977880584,0.990065346,0.133,510,0,1.42247082,226.370657,1573.55696,0.2633727,0,2.52583321,0.97558,0.59067202,0.06230231,0.85420431,0,0.82958315,0.54431035,0.78806714,0.98591275,0.51319148,0,0.06230231,0.23667,1.92549454,1.0287274,0.79104264,2.3991623,0.97939119,0.42192046,0.93349975,0.94189475,0.68312478,0,0.2577983,0.22675552,0.95100973,0.71571864,0.12172141,0,0.73536974,0.95681184,1.29733902,0.98416983,0.58709152,0,0.00597751,0.00770676,0.9283658,0.61199645,0.74635546,0
Senexin A,S8520,609,1,0,0,0,1,1.118270683,1.022159679,1.129012555,1.123007176,0.816713792,1.172814811,1.376706258,0.801627133,2.145736613,0.878621391,0.571256799,0.985584328,1.299894973,0.815803622,1.85124024,1.15681535,0.641991695,1.258812321,1.027061262,0.397824972,1.191940615,1.131313131,0.960532023,1.04106678,0.168,260,0,4.80854013,179.375237,940.27164,1.71903112,0,1.12845149,4.57354,0.2612041,0,0.83722236,0,0.60329979,0.73488444,0.18671345,0.40908918,0.32844277,0,0,1.90911,0.97795338,0.67227232,0,0.45284967,0.66736105,1.13676547,1.26849596,0.69881265,0.55614384,0,0.37906909,0.4795019,1.12577225,0.55029048,0.258290298,0,0.42830824,1.84457067,0.9822337,1.25707641,0.56743741,0,0.30113203,0.11931924,0,0.49157025,1.55627155,0
Tucidinostat (Chidamide),S8567,610,1,0,0,0,1,5.190622268,1.43252912,2.10084832,11.52334344,1.279296261,1.876168768,7.549370679,0.817581489,2.805271202,9.635103263,0.745634199,2.196284278,3.987436076,0.714074035,1.1684516,16.39413275,0.56796678,5.149571292,10.17181023,0.540227762,3.365588547,3.196703881,1.092959375,1.033097806,0.312,430,0,14.9434997,1631.11405,8364.40432,1.00748992,0,4.29015811,0.32739,5.3054338,0.93550189,2.58060345,0.17176905,0.56713211,0.01745831,0.97769644,1.09053394,1.17442981,0,0.93550189,1.38002,1.16095458,1.73060548,0,0,0.85150978,0.28986123,1.36432319,1.6915105,1.44759279,0,0.07185752,0.022119,0.98867453,0.70873037,0.092542783,0,1.7946313,0.13723453,2.36076504,1.03938188,1.48909715,0,0.66200623,3.0685762,1.42607912,1.41419715,0.80530957,0
VLX1570,S8288,611,0,0,0,0,0,0.865358023,0.643936183,1.093179505,0.871888792,0.26754634,1.109736242,0.545116114,0.16202652,1.2315234,2.599123058,0.348952844,1.066836998,0.422383416,0.239335965,1.044082084,0.857567523,0.126054722,1.400127024,1.038807001,0.254683492,1.303552492,1.170122275,1.478675726,0.946395367,0.141,287,0,0.1655592,190.758372,1349.53282,0.2441322,0,0,0,0.00286324,3.38965044,0.00661067,0,0.00128266,0.000037024,0,0.0100083,0.00161626,0,3.38965044,0,0.01822517,0.34972175,2.56632607,0,0.00862435,0,0,0.08037103,0.00250808,0,0.00124965,0.00016094,0.18648417,0.00359197,0.000363835,0,0.50864898,0,0.03662965,0.52362786,0.00625125,0,0.6570149,0,0,0.89893871,2.63130416,0
JQ-EZ-05 (JQEZ5),S8607,612,1,0,0,0,1,1.154510053,1.138536139,1.142857143,1.463115862,1.809990575,1.000325627,0.745967027,0.85213165,0.90348626,1.223309583,0.987544471,1.493501449,0.673151484,1.140268289,0.796586748,0.852162686,0.773014278,0.721498889,1.285812989,1.027516159,1.473488865,1.179691653,0.965158306,0.982096371,0.212,650,0,1.47759842,171.352643,978.265384,0,0,0.77093855,0.92739,0.74899403,5.84728647,0.8920479,0,0.67023248,0.72025342,1.79001711,0.99884101,0.87975958,0,5.84728647,0.56471,0.38766864,0.75648559,0,0,0.52295814,0.70082449,1.6478387,0.90935324,0.89038606,0,0.23514743,0.93979581,1.04784316,0.86447396,0.462109519,0,0.57637478,1.14194683,1.95225249,0.24209562,0.92187752,0,0.65595003,0,1.52120992,0.57672673,0.72670656,0
Sabutoclax,S8061,613,0,0,0,0,0,1.09328459,1.50821451,1.016084153,1.270723872,1.338737041,1.289482253,0.755362524,0.891330762,1.006949451,0.828653474,0.817722074,1.000709284,1.007312596,1.127758618,0.986042977,1.161679703,0.563188532,1.136868847,1.158682635,0.513881194,1.293478261,1.151515152,1.367644933,1.105456091,0.103,460,3.30077723,0.96238886,678.693808,8472.72335,1.81065288,0,18.5430733,0.18203,0.00508841,14.8313555,5.15862508,0.96191165,16.1229563,0.26516385,0.01337173,0.4740842,2.99597958,0,14.8313555,0.4506,2.62690468,2.25237531,6.62619491,39.9553407,40.6045767,1.06828679,0.39152102,1.07811984,2.85780785,0.01650124,4666.09994,0.04579085,0.96428845,0.10814096,1122.549952,0.221220997,253.737628,1.25158632,0.58809742,0.77538879,8.78283556,0,2.00357017,0,1.81047585,3.68094774,0.72988421,0
Apoptozole,S8365,614,1,0,0,0,1,0.980179607,1.020938946,1.085035629,0.976371333,1.05070688,1.033818672,0.613720971,0.924982831,0.963695608,0.884160821,0.864064279,1.292304362,0.755602234,1.08928548,1.311061977,0.702809014,0.476800849,0.813909178,1.130354675,0.753872987,1.317073171,1.129186603,1.010842851,1.048398236,0.129,71,1.15229865,0.37684904,170.753409,634.899265,2.4358611,0,0.32075664,0.22745,0.19623049,0.97303936,0.84364042,0,0.21299159,0.58191526,0.43768581,0.85187073,1.04010606,0,0.97303936,0.46911,0.10098662,0.75910818,0,0,0.65321015,0.427619,0.93224049,0.89078714,1.28331359,0,0.02216397,0.07007164,0.91917167,0.66700927,0.048243589,0,0.15945442,0.95864812,1.15146671,0.93725149,1.14995836,0,0.57786745,0,0.13438592,0.42568264,0.75548179,0
AZD9496,S8372,615,1,1,0,0,0,1.685702933,1.064071481,1.269901595,1.875641757,1.259315112,1.074568544,1.319801454,0.962121612,1.058162,1.135809202,0.930903998,1.040104518,1.400013742,1.166231757,1.210737235,1.535874608,0.984432773,1.201016196,2.011976048,0.545644814,1.400053022,1.885699096,1.065779962,1.138925782,0.2,553,0,0.38853774,228.808164,838.851798,0.0791632,0.00486183,0.85715028,0.29887,0.47642001,0.20923798,0.39730518,0.02251808,0.47993058,0.69843272,2.82739382,0.66807196,0.85883597,0.07349048,0.20923798,0.20576,0.33407563,0.3903431,0.32135102,0,0.21772955,0.34617674,2.04436448,0.77344155,0.56393928,0,0.41122025,30713.9863,1.01411102,0.79323683,1122.549952,1.159143952,0.61051124,2.10454695,2.26377223,0.77759702,0.76061665,0,1.07931458,0,1.02793719,0.47957107,1.64475012,0
"Pamapimod (R-1503, Ro4402257)",S8125,616,1,0,0,0,1,1.039497735,0.940777539,1.039429929,1.334133966,1.166321081,0.986928409,0.786917213,0.765016641,0.972692408,1.519386451,1.063395175,1.375667491,0.517319565,0.538859968,0.684654184,1.19158647,0.897969245,1.404255319,1.207392906,0.498943265,1.367444327,1.06539075,0.905594911,0.992296658,0.162,677,0,0.94783044,0,811.472173,0.19672129,0,0.08353269,0.09835,0.94211185,5.77311461,0.04284357,2.8843777,0.29878834,0.11775307,0.47258375,0.36380136,0.05113246,0,5.77311461,1.14686,0.18766599,0.66038102,0,0,0.71380468,0.38038971,0.34328807,0.68164099,0.21085074,0,0.57115453,0.51195935,1.20492252,0.78679157,0.08421947,0.060092943,0.52033478,0.38294584,0.63627847,0.07320237,0.11757636,0,0.38867806,0,0.32089543,0.46837051,0.39304786,0
GNF-7,S8140,617,1,0,0,0,1,1.095573393,0.763567929,1.026399729,0.963401087,0.628463713,1.047215891,0.555397979,0.1971578,1.018022434,0.920788887,0.614331285,0.956389646,0.909549564,0.529969447,0.929454847,0.990166199,0.153207304,1.263893299,1.080608015,0.291207551,1.186373277,0.982987772,0.861066937,0.927907347,0.287,782,0.62168853,1.23040064,114.138399,645.171451,0,0,0.03647469,0,0.00369149,0,0.00068177,0.25345409,0,0,0.00197985,0.00630627,0.00497213,0,0,0,0.05986722,0.20151766,0,0,0.08217355,0,0,0.03461748,0,0,0.00141069,0.00010675,0.10710187,0.00390349,0.002816633,0,0,0,0.03589241,1.25375455,0.00525636,0,0.19160416,0,0,0.45052187,2.20071086,0
S49076,S8404,618,1,0,1,1,0,1.834093618,1.918787406,1.232168307,1.94913982,1.128746466,1.190119552,1.165396206,0.844207301,1.069927045,1.724345353,0.749694093,1.312353722,1.323687904,0.79637036,0.854625855,1.858723558,1.015567227,1.82851699,1.613311838,1.107458705,1.823700954,1.464646465,1.8002024,1.135100675,0.266,147,0.35886688,2.19166031,15716.5075,30174.6382,1.44317787,0.20712614,1.5336603,0.62812,38733.3134,5.76368812,1.21365683,0.62262477,0.9896941,0.33158533,3.52753122,0.85536932,0.65537588,0.10339907,5.76368812,0.16295,11.9348449,2.68493418,1.5152421,6.72000896,2.34094762,0.29987368,3.82647499,1.07269974,0.73592715,0,0.12376025,0.71956949,1.09948342,0.82792857,0.474182078,0.687198337,2.29211491,0.65001969,1.41116905,1.26635983,1.00263584,0,0.59484011,1.62015578,48.620086,31.6602626,1.21637876,0
R-IMPP,S8420,619,1,0,0,0,1,1.227751729,1.047591597,1.112724805,1.551745879,1.161294376,1.219705075,1.197482716,0.846267632,1.150552207,1.531821906,0.866539824,1.165325082,1.467623357,0.910688294,1.405997374,1.26689387,0.560875254,1.311527469,1.29894058,0.888888889,1.278366914,1.264221159,1.151944485,1.08409924,0.197,150,0,0.76658245,88.8606216,1462.49326,0.29859301,0,1.20876558,0.83004,0.39874004,0.95377538,0.81015092,0.00273756,0.71236491,0.49775359,0.38961821,0.77048471,0.91590468,0.01491141,0.95377538,0.87502,1.6590811,1.59778782,0.39643697,0.26841539,1.29170356,0.46392456,0.35356175,0.89554199,0.96457016,0,0.16186085,0.23779295,1.21743312,0.51383142,0.068835457,0,0.66611596,0.76510061,0.46039041,0.92011718,0.88106322,0,0.10809572,0.05245222,0,0.58636279,0.65387078,0
ONO-4059 (GS-4059) hydrochloride,S8166,620,1,0,0,0,1,0.970833664,0.963767993,1.012555141,1.293782088,1.195727301,1.075684979,0.72150328,0.717576206,0.938781395,1.183290029,0.963779238,1.236025457,1.313322667,0.961828458,1.15207628,0.955395079,0.720150173,1.254048904,1.018079226,0.509366985,1.275715801,1.004784689,0.86684979,0.93332625,0.218,3219,0,3.44843087,181.830322,934.74084,1.21513931,0.07557757,0.28805175,0.48905,0.35716388,0,0.61722014,0.22887182,0.44708646,0.78311927,1.22179875,1.10170775,1.21185914,0.13791842,0,3.53598,1.91791394,1.32543094,1.77891105,0,0.74904177,0.97893909,0.83281767,0.91012793,0.92824807,0,0.23417566,0.69867049,1.15379532,0.96274414,2.787163611,0.576520214,0.1998884,0.69021389,0.87161988,1.48925549,0.85142193,0,0.50015412,0,0.45411409,0.50986383,1.2080235,0
BAY-876,S8452,621,1,0,0,0,1,1.087944051,1.100896899,1.380929759,0.946827994,1.035752435,0.983020887,0.628080128,0.673094194,1.019752588,0.675358234,0.658693054,0.896241566,0.412489326,0.694090033,0.714295585,1.009443452,0.738353021,1.552238806,1.043643482,0.569529086,1.295068929,0.947900053,0.798612115,0.906869256,0.153,582,0,0.38117805,281.996882,1233.36901,3.34958409,0.04088619,0.9145727,0.64524,0.34945231,3.56662093,0.83443485,0.04140062,0.40365625,0.48568826,1.1070501,0.76776495,1.172416,0,3.56662093,1.4206,1.5574421,1.10421705,0,0.07698074,0.54508186,0.62300459,1.01229706,0.83015596,1.21193574,0,0.05916684,0.53223776,1.00752648,0.84867128,2.093889672,0,0.47160716,0.88478007,0.93052579,1.99714063,0.96130929,0,0.78078999,0,0.45065136,0.70371383,1.95842101,0
GSK'872 (GSK2399872A),S8465,622,1,0,0,0,1,1.197234364,1.06366457,1.073905667,2.498573873,1.350047125,1.020421454,1.539975182,0.75460933,0.98791776,1.105511913,0.626609988,0.948651297,0.854425348,0.410930882,0.747460789,2.334349243,0.886099471,1.409336297,1.224666053,0.535877706,1.361611877,1.087187666,1.139222206,0.986877756,0.092,95,0.57018947,9.21853862,196.493459,1054.33245,0.32925838,0,1.09909901,1.58354,0.22763759,0.61939074,1.10076874,0,1.20952009,0.73004528,0.11888357,0.55093747,0.5668043,0,0.61939074,5.98348,0.92806576,1.42320861,1.42137099,0,1.83137117,0.999283,0.32478991,0.77609289,0.6699301,0,4.24798099,0.65371271,1.21826582,0.81591824,0.177032404,0,1.0247208,1.05096548,0.74581386,1.18998139,0.64395692,0,1.67320944,0.64217744,0,0.69815828,1.44859151,0
Enasidenib (AG-221),S8205,623,1,0,0,0,1,1.128188826,1.128363371,1.031828979,1.750983277,1.520201068,0.962366842,1.101223187,0.880342332,0.857810202,1.157288624,0.803066847,0.951113499,1.108609233,0.962693906,0.785808056,1.033404897,1.046360378,1.022229279,1.11204514,0.579214117,1.270678685,0.947900053,0.825791528,0.974446156,0.162,349,0,2.42553744,144.932228,1371.41187,0.8312821,0,1.35954563,1.21448,1.08555049,0.12785877,0.87304846,0,0.94586862,0.77645126,1.34335532,0.9818811,0.74894568,0,0.12785877,2.88658,4.70100254,1.79830188,1.81447721,0.78799149,0.61431688,0.70465544,1.00310221,1.0550721,0.9522155,0,2204.7627,0.96532586,1.0343006,0.87995026,0.37739721,0.106290731,0.87273272,1.71772635,1.6146854,1.97477306,0.86962935,0,0.48913741,0,0,0.63743612,0.66894121,0
EAI045,S8242,624,1,0,0,0,1,1.152793451,1.057764365,1.14692908,1.281172126,1.174866478,1.0667535,0.934408793,0.80231391,1.051933447,0.974035243,0.935756067,1.016185983,0.653952237,0.6404322,0.760726871,1.447055114,1.013140181,1.669418863,1.337286965,0.968585206,1.473223754,1.158958001,1.108573081,1.039154226,0.14,371,0,2.01136131,354.990717,1357.3697,1.45878989,0,1.17047185,1.056,0.96601454,0.4790172,0.91354709,0.04162586,1.15337148,1.21998559,1.78581464,0.99965195,0.94842835,0.03240469,0.4790172,3.434,5.88519401,1.84819247,1.32148845,2.88203629,1.30679525,0.91806988,1.23902961,0.88510236,0.93017929,0,0.43798662,0.75120325,0.99835365,0.88747012,0.314624512,0,1.60642445,1.28300195,0.96498609,1.07933201,1.01417857,0,0.21215245,0,0.03572622,0.7745422,0.43443366,0
Btk inhibitor 2,S8542,625,1,0,0,0,1,1.438321545,1.209745511,1.430064472,1.349986489,1.309456488,0.904870447,1.787449034,0.991811506,1.271316935,1.269772963,1.082803449,1.234266741,0.789524828,0.754828812,0.793270227,1.141681805,0.90767743,1.194347412,1.194956241,0.531691803,1.30116649,1.149920255,1.195315888,1.017797376,0.162,559,3.34988472,2.30900972,48.4790391,941.5058,1.06960733,0,1.83355568,0.85634,1.9214166,1.37626273,0.84173597,0.12250713,0.66620494,0.45214283,1.38290338,0.86480401,0.72034659,0.00540621,1.37626273,0.96805,8.09587107,1.63222736,2.92474038,6.29837714,0.9228464,2.14959222,12.9646787,0.97449664,1.26157873,0.87536872,0.23123168,0.490857,0.99523056,0.88134464,1.046137276,1.58499847,1.24185242,1.04036537,767.069413,0.67410111,1.17227252,109.685116,0.48831173,0,0.10446186,0.52500183,1.14662523,0
Necrosulfonamide,S8251,626,1,1,1,0,0,21.29597075,17.71526424,0.117543264,38.38976792,12.31530003,-0.856305531,29.88175855,7.42997517,-0.764727933,21.63769098,7.183437896,1.195223251,23.53321097,12.68087227,-0.405651904,22.74733887,4.092834525,0.306764052,92.47178719,16.43500564,-0.48038176,141.164806,118.798323,-1.042979334,0.136,400,0,0,5.24943377,1092.5438,0,0,0.05662398,0,0.01241725,5.01881853,0.2935775,0,0.05819575,0.00112432,0.00212777,0.36168739,0.0403449,0,5.01881853,0,0.06354341,0.46679145,0.67813681,0,0.08557499,0.00195588,0,0.20578926,0.03192972,0,0.00076091,0.00020142,0.18179553,0.00136931,0.002137466,0,0.16686971,0.00920512,0,1.2228621,0.03788246,0,0.03609682,0,1.13452292,0.666342,3.90486423,0
XMD16-5,S8273,627,1,0,0,0,1,2.453214655,1.428866923,1.368442484,3.730387006,1.246622683,1.309019863,3.049813863,0.668445243,1.339831022,27.1231961,8.257824491,1.570884943,2.38965832,0.544603401,1.321218821,3.092467759,0.378315857,1.773261353,2.465223399,0.559761978,1.783138918,1.314194577,0.85933208,1.061148595,0.265,754,0,1.15533342,0,1888.03159,3.62900134,0,0.71601066,0.23736,0.00850201,2.28004752,0.43895454,0,0.87116392,0.08257239,0,0.36124824,0.24757862,0,2.28004752,0.45742,0.32888209,1.3889723,0.35825192,85.4955837,2.02037229,0.19114657,0.09067222,0.69926154,0.26577606,0,0.0333374,0.0294552,0.7277908,0.04828419,0.004918352,0,0.42142698,0.13064691,0.0174503,0.73916275,0.26897959,0,3.53596413,0.04528245,0,0.6959465,0.77733034,0
